text,label,category,language,source,clean_text
No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,0,none,english,uci,no i m not gonna be able to too late notice i ll be home in a few weeks anyway what are the plans
Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,0,none,english,uci,ard 530 like dat lor we juz meet in mrt station then dun haf to come out
"Ji namaskar Beta ghar aa gaya hoon, darwaza khol do.",0,none,hinglish,indian,ji namaskar beta ghar aa gaya hoon darwaza khol do
Aap sun rahe hain na? Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,aadhaar,hinglish,indian,aap sun rahe hain na congratulations aapne 40 lakh ka lottery jeeta hai processing fee dena hoga
Ok lor then we go tog lor...,0,none,english,uci,ok lor then we go tog lor
I will lick up every drop :) are you ready to use your mouth as well?,0,none,english,uci,i will lick up every drop are you ready to use your mouth as well
"Ji namaskar Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,hinglish,indian,ji namaskar aapke father ko accident ho gaya hai turant 50 000 bhej dijiye hospital ke liye
Ü collecting ur laptop then going to configure da settings izzit?,0,none,english,uci,collecting ur laptop then going to configure da settings izzit
Sir ek minute suniye Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,hinglish,indian,sir ek minute suniye aapko investigation officer se turant baat karni hogi
K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,0,none,english,uci,k ill drink pa then what doing i need srs model pls send it to my mail id pa
Pls speak with me. I wont ask anything other then you friendship.,0,none,english,uci,pls speak with me i wont ask anything other then you friendship
"Damn, can you make it tonight or do you want to just wait til tomorrow",0,none,english,uci,damn can you make it tonight or do you want to just wait til tomorrow
Hows that watch resizing,0,none,english,uci,hows that watch resizing
Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,0,none,english,uci,sounds better than my evening im just doing my costume im not sure what time i finish tomorrow but i will txt you at the end
"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",0,none,english,uci,i know dat feelin had it with pete wuld get with em nuther place nuther time mayb
Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),1,general_spam,english,uci,call and send our girls into erotic ecstacy just 60p min to stop texts call nat rate
Delhi Police se bol raha hoon. Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,hinglish,indian,delhi police se bol raha hoon aapke phone se illegal obscene content circulate ho raha hai digital arrest ho sakta hai
Namaste ma'am Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,hinglish,indian,namaste ma am aapko investigation officer se turant baat karni hogi
U can call me now...,0,none,english,uci,u can call me now
I got your back! Do you have any dislikes in bed?,0,none,english,uci,i got your back do you have any dislikes in bed
Shant disturb u anymore... Jia you...,0,none,english,uci,shant disturb u anymore jia you
It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,0,none,english,uci,it so happens that there r 2waxsto do wat you want she can come and ill get her medical insurance and she ll be able to deliver and have basic care i m currently shopping for the right medical insurance for her so just give me til friday morning thats when i ll see the major person that can guide me to the right insurance
Good Morning plz call me sir,0,none,english,uci,good morning plz call me sir
But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,0,none,english,uci,but i m really really broke oh no amount is too small even
Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,0,none,english,uci,or u ask they all if next sat can a not if all of them can make it then i m ok lor
No did you check? I got his detailed message now,0,none,english,uci,no did you check i got his detailed message now
Dont pick up d call when something important is There to tell. Hrishi,0,none,english,uci,dont pick up d call when something important is there to tell hrishi
We'll you pay over like  &lt;#&gt; yrs so its not too difficult,0,none,english,uci,we ll you pay over like yrs so its not too difficult
I am in tirupur.  call you da.,0,none,english,uci,i am in tirupur call you da
Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,0,none,english,uci,oops i was in the shower when u called hey a parking garage collapsed at university hospital see i m not crazy stuff like that does happen
i am seeking a lady in the street and a freak in the sheets. Is that you?,0,none,english,uci,i am seeking a lady in the street and a freak in the sheets is that you
I'm job profile seems like bpo..,0,none,english,uci,i m job profile seems like bpo
Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,0,none,english,uci,hey hun onbus goin 2 meet him he wants 2go out 4a meal but i donyt feel like it cuz have 2 get last bus home but hes sweet latelyxxx
Nope... Think i will go for it on monday... Sorry i replied so late,0,none,english,uci,nope think i will go for it on monday sorry i replied so late
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",1,general_spam,english,uci,1000 s flirting now txt girl or bloke ur name age eg girl zoe 18 to 8007 to join and get chatting
Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,1,general_spam,english,uci,jamster to get your free wallpaper text heart to 88888 now t c apply 16 only need help call
Well. You know what i mean. Texting,0,none,english,uci,well you know what i mean texting
"Hello ma'am Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,lottery,hinglish,indian,hello ma am aapke father ko accident ho gaya hai turant 50 000 bhej dijiye hospital ke liye
Ji namaskar Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,hinglish,indian,ji namaskar aapka bank account investigation ke dauran freeze kiya ja sakta hai
Or i go home first lar ü wait 4 me lor.. I put down my stuff first..,0,none,english,uci,or i go home first lar wait 4 me lor i put down my stuff first
Hello ji Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,lottery,hinglish,indian,hello ji aapka kyc pending hai account 2 ghante mein block ho jayega otp share kijiye
Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,0,none,english,uci,dont think you need yellow card for uk travel ask someone that has gone before if you do its just bucks
Namaste sir Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,hinglish,indian,namaste sir aapko investigation officer se turant baat karni hogi
Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,0,none,english,uci,quite ok but a bit ex u better go eat smth now else i ll feel guilty
Hey do you want anything to buy:),0,none,english,uci,hey do you want anything to buy
Asking do u knw them or nt? May be ur frnds or classmates?,0,none,english,uci,asking do u knw them or nt may be ur frnds or classmates
Just curious because my cuz asked what I was up to,0,none,english,uci,just curious because my cuz asked what i was up to
Law enforcement se bol raha hoon. Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,hinglish,indian,law enforcement se bol raha hoon aapke naam par registered account illegal activities mein use hua hai
She's fine. Sends her greetings,0,none,english,uci,she s fine sends her greetings
HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...,0,none,english,uci,hard but true how much you show express your love to someone that much it will hurt when they leave you or you get seperated ud evening
ACP Sharma bol raha hoon. Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,amazon,hinglish,indian,acp sharma bol raha hoon congratulations aapne 40 lakh ka lottery jeeta hai processing fee dena hoga
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",1,general_spam,english,uci,urgent ur awarded a complimentary trip to eurodisinc trav aco entry41 or 1000 to claim txt dis to 87121 18 6 1 50 morefrmmob shracomorsglsuplt 10 ls1 3aj
I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now? ,0,none,english,uci,i was at bugis juz now wat but now i m walking home oredi so late then reply i oso saw a top dat i like but din buy where r now
"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",0,none,english,uci,chinatown got porridge claypot rice yam cake fishhead beehoon either we eat cheap den go cafe n tok or go nydc or somethin
U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u,0,none,english,uci,u haven t lost me ill always b here 4u i didn t intend 2 hurt u but i never knew how u felt about me when iwas marine that s what itried2tell urmom i careabout u
U should make a fb list,0,none,english,uci,u should make a fb list
Lolnice. I went from a fish to ..water.?,0,none,english,uci,lolnice i went from a fish to water
"Just looked it up and addie goes back Monday, sucks to be her",0,none,english,uci,just looked it up and addie goes back monday sucks to be her
Namaste sir Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,hinglish,indian,namaste sir police station se bol raha hoon aapke mobile number se illegal messages bheje gaye hain
Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,0,none,english,uci,ha i wouldn t say that i just didn t read anything into way u seemed i don t like 2 be judgemental i save that for fridays in the pub
Merry christmas to u too annie!,0,none,english,uci,merry christmas to u too annie
Please ask mummy to call father,0,none,english,uci,please ask mummy to call father
Its a part of checking IQ,0,none,english,uci,its a part of checking iq
Sir ek minute suniye Project ka review meeting kal 4 baje hai kya?,0,none,hinglish,indian,sir ek minute suniye project ka review meeting kal 4 baje hai kya
Dhyan se suniye Police verification complete karna zaroori hai.,1,police_digital_arrest,hinglish,indian,dhyan se suniye police verification complete karna zaroori hai
Sounds like you have many talents! would you like to go on a dinner date next week?,0,none,english,uci,sounds like you have many talents would you like to go on a dinner date next week
Hello sir Police verification complete karna zaroori hai.,1,police_digital_arrest,hinglish,indian,hello sir police verification complete karna zaroori hai
BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,1,general_spam,english,uci,big brother alert the computer has selected u for 10k cash or 150 voucher call ntt po box cro1327 18 bt landline cost 150ppm mobiles vary
Namaste ma'am Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,relative,hinglish,indian,namaste ma am congratulations aapne 40 lakh ka lottery jeeta hai processing fee dena hoga
Howz that persons story,0,none,english,uci,howz that persons story
Namaste sir Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,relative,hinglish,indian,namaste sir congratulations aapne 40 lakh ka lottery jeeta hai processing fee dena hoga
Aap sun rahe hain na? Aapka order deliver ho chuka hai. Feedback de dena.,0,none,hinglish,indian,aap sun rahe hain na aapka order deliver ho chuka hai feedback de dena
Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,0,none,english,uci,ok lar i double check wif da hair dresser already he said wun cut v short he said will cut until i look nice
Hello ma'am Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,hinglish,indian,hello ma am ek gang aapke number ka misuse karke gande videos bana raha hai turant verify karna hoga
Aap sun rahe hain na? Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,hinglish,indian,aap sun rahe hain na crime branch se bol raha hoon aapke account se suspicious transactions hui hain
"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",0,none,english,uci,depends on quality if you want the type i sent boye faded glory then about 6 if you want ralphs maybe 2
"Call me. I m unable to cal. Lets meet bhaskar, and deep",0,none,english,uci,call me i m unable to cal lets meet bhaskar and deep
WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,1,general_spam,english,uci,win a 200 shopping spree every week starting now 2 play text store to 88039 skilgme tscs08714740323 1winawk age16 1 50perweeksub
25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,1,general_spam,english,uci,25p 4 alfie moon s children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed profit 2 charity
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,0,none,english,uci,yes he is really great bhaji told kallis best cricketer after sachin in world very tough to get out
Don't necessarily expect it to be done before you get back though because I'm just now headin out,0,none,english,uci,don t necessarily expect it to be done before you get back though because i m just now headin out
Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,0,none,english,uci,hey mr and i are going to the sea view and having a couple of gays i mean games give me a bell when ya finish
"Not much, just some textin'. How bout you?",0,none,english,uci,not much just some textin how bout you
"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",0,none,english,uci,yo carlos a few friends are already asking me about you you working at all this weekend
"CBI se bol raha hoon. Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,hinglish,indian,cbi se bol raha hoon amazon se bol raha hoon aapka parcel hold hai clearance charge 499 dena hoga
"Not really dude, have no friends i'm afraid :(",0,none,english,uci,not really dude have no friends i m afraid
Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,0,none,english,uci,miss call miss call khelate kintu opponenter miss call dhorte lage thats d rule one with great phone receiving quality wins
"Crime Branch se bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,lottery,hinglish,indian,crime branch se bol raha hoon aapke father ko accident ho gaya hai turant 50 000 bhej dijiye hospital ke liye
Yup i've finished c ü there...,0,none,english,uci,yup i ve finished c there
Law enforcement se bol raha hoon. Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,hinglish,indian,law enforcement se bol raha hoon aapke khilaaf digital fraud complaint receive hui hai
Sorry i din lock my keypad.,0,none,english,uci,sorry i din lock my keypad
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,1,general_spam,english,uci,urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call from land line claim c52 valid12hrs only
"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",0,none,english,uci,wen u miss someone the person is definitely special for u but if the person is so special why to miss them just keep in touch gdeve
Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,0,none,english,uci,its a valentine game send dis msg to all ur friends if 5 answers r d same then someone really loves u ques which colour suits me the best
Ji namaskar Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,hinglish,indian,ji namaskar aapki morphed photos viral ho rahi hain cyber cell ne case register kar liya hai
Mm feeling sleepy. today itself i shall get that dear,0,none,english,uci,mm feeling sleepy today itself i shall get that dear
Inspector Rajesh Kumar bol raha hoon. Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,hinglish,indian,inspector rajesh kumar bol raha hoon congratulations aapne 40 lakh ka lottery jeeta hai processing fee dena hoga
I've told you everything will stop. Just dont let her get dehydrated.,0,none,english,uci,i ve told you everything will stop just dont let her get dehydrated
hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,0,none,english,uci,hows my favourite person today r u workin hard couldn t sleep again last nite nearly rang u at 4 30
My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,0,none,english,uci,my love i hope your not doing anything drastic don t you dare sell your pc or your phone
I am going to sao mu today. Will be done only at 12 ,0,none,english,uci,i am going to sao mu today will be done only at 12
Jus finish bathing...,0,none,english,uci,jus finish bathing
… and don‘t worry we‘ll have finished by march … ish!,0,none,english,uci,and don t worry we ll have finished by march ish
Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,1,general_spam,english,uci,message important information for o2 user today is your lucky day 2 find out why log onto there is a fantastic surprise awaiting you
"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",0,none,english,uci,i m nt goin got somethin on unless they meetin 4 dinner lor haha i wonder who will go tis time
I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,0,none,english,uci,i m turning off my phone my moms telling everyone i have cancer and my sister won t stop calling it hurts to talk can t put up with it see u when u get home love u
Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,0,none,english,uci,looks like u wil b getting a headstart im leaving here bout 2 30ish but if u r desperate for my company i could head in earlier we were goin to meet in rummer
I fetch yun or u fetch?,0,none,english,uci,i fetch yun or u fetch
We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,0,none,english,uci,we walked from my moms right on stagwood pass right on winterstone left on victors hill address is
Madam ek minute Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,bank_kyc,hinglish,indian,madam ek minute aapka aadhaar deactivate hone wala hai turant update kijiye
10 min later k...,0,none,english,uci,10 min later k
"Sorry, got a late start, we're on the way",0,none,english,uci,sorry got a late start we re on the way
Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,0,none,english,uci,lol your right what diet everyday i cheat anyway i m meant to be a fatty
"Ji namaskar Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,amazon,hinglish,indian,ji namaskar aapke father ko accident ho gaya hai turant 50 000 bhej dijiye hospital ke liye
PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,1,general_spam,english,uci,private your 2003 account statement for shows 800 un redeemed s i m points call identifier code 42478 expires 24 10 04
Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,0,none,english,uci,yar he quite clever but aft many guesses lor he got ask me 2 bring but i thk darren not so willing 2 go aiya they thk leona still not attach wat
Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,0,none,english,uci,are your freezing are you home yet will you remember to kiss your mom in the morning do you love me do you think of me are you missing me yet
"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",0,none,english,uci,okey doke i m at home but not dressed cos laying around ill speak to you later bout times and stuff
Anything lor. Juz both of us lor.,0,none,english,uci,anything lor juz both of us lor
"Sir Goodmorning, Once free call me.",0,none,english,uci,sir goodmorning once free call me
Police headquarters se bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,aadhaar,hinglish,indian,police headquarters se bol raha hoon aapka aadhaar deactivate hone wala hai turant update kijiye
dont make ne plans for nxt wknd coz she wants us to come down then ok,0,none,english,uci,dont make ne plans for nxt wknd coz she wants us to come down then ok
"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",0,none,english,uci,cool we shall go and see have to go to tip anyway are you at home got something to drop in later so lets go to town tonight maybe mum can take us in
How much would it cost to hire a hitman,0,none,english,uci,how much would it cost to hire a hitman
I'm still looking for a car to buy. And have not gone 4the driving test yet.,0,none,english,uci,i m still looking for a car to buy and have not gone 4the driving test yet
Namaste ma'am Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,hinglish,indian,namaste ma am aapki morphed photos viral ho rahi hain cyber cell ne case register kar liya hai
"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",0,none,english,uci,i love you you know can you feel it does it make your belly warm i wish it does my love i shall meet you in your dreams ahmad adoring kiss
I keep ten rs in my shelf:) buy two egg.,0,none,english,uci,i keep ten rs in my shelf buy two egg
Thats cool. i am a gentleman and will treat you with dignity and respect.,0,none,english,uci,thats cool i am a gentleman and will treat you with dignity and respect
GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI,0,none,english,uci,gran onlyfound out afew days ago cusoon honi
"Namaste sir Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,hinglish,indian,namaste sir aapke father ko accident ho gaya hai turant 50 000 bhej dijiye hospital ke liye
Inspector Rajesh Kumar bol raha hoon. Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,hinglish,indian,inspector rajesh kumar bol raha hoon cyber investigation team ko aapke number se suspicious activity mili hai
Howz pain.it will come down today.do as i said ystrday.ice and medicine.,0,none,english,uci,howz pain it will come down today do as i said ystrday ice and medicine
Hello ji Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,bank_kyc,hinglish,indian,hello ji aapka aadhaar deactivate hone wala hai turant update kijiye
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,1,general_spam,english,uci,please call our customer service representative on 0800 169 6031 between 10am 9pm as you have won a guaranteed 1000 cash or 5000 prize
You can never do NOTHING,0,none,english,uci,you can never do nothing
Cyber Crime Department se bol raha hoon. Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,hinglish,indian,cyber crime department se bol raha hoon aapke naam par money laundering case register hua hai
Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,0,none,english,uci,congratulations ore mo owo re wa enjoy it and i wish you many happy moments to and fro wherever you go
Whos this am in class:-),0,none,english,uci,whos this am in class
Hello sir Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,bank_kyc,hinglish,indian,hello sir aapka aadhaar deactivate hone wala hai turant update kijiye
"whatever, im pretty pissed off.",0,none,english,uci,whatever im pretty pissed off
Ji namaskar Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,hinglish,indian,ji namaskar aapke naam par registered account illegal activities mein use hua hai
Can't take any major roles in community outreach. You rock mel,0,none,english,uci,can t take any major roles in community outreach you rock mel
She's good. How are you. Where r u working now,0,none,english,uci,she s good how are you where r u working now
Otherwise had part time job na-tuition..,0,none,english,uci,otherwise had part time job na tuition
"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",1,general_spam,english,uci,text82228 get more ringtones logos and games from questions
Have you not finished work yet or something?,0,none,english,uci,have you not finished work yet or something
Did you get any gift? This year i didnt get anything. So bad,0,none,english,uci,did you get any gift this year i didnt get anything so bad
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,1,general_spam,english,uci,free for 1st week no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates pobox 36504 w45wq 16 norm150p tone
Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.,0,none,english,uci,cheers for the message zogtorius i ve been staring at my phone for an age deciding whether to text or not
"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",0,none,english,uci,well the general price is oz let me know if when how much you want
I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,0,none,english,uci,i will cme i want to go to hos 2morow after that i wil cme this what i got from her dear what to do she didnt say any time
We currently have a message awaiting your collection. To collect your message just call 08718723815.,1,general_spam,english,uci,we currently have a message awaiting your collection to collect your message just call
Nan sonathaya soladha. Why boss?,0,none,english,uci,nan sonathaya soladha why boss
I thank you so much for all you do with selflessness. I love you plenty.,0,none,english,uci,i thank you so much for all you do with selflessness i love you plenty
National Cyber Cell se bol raha hoon. Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,hinglish,indian,national cyber cell se bol raha hoon aapke naam par registered sim ka misuse report hua hai
"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",0,none,english,uci,u wake up already wat u doing u picking us up later rite i m taking sq825 reaching ard 7 smth 8 like dat u can check e arrival time c ya soon
Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,0,none,english,uci,oh lk tt den we take e one tt ends at cine lor dun wan yogasana oso can
"I wonder if your phone battery went dead ? I had to tell you, I love you babe",0,none,english,uci,i wonder if your phone battery went dead i had to tell you i love you babe
"Aight, call me once you're close",0,none,english,uci,aight call me once you re close
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0,none,english,uci,sad story of a man last week was my b day my wife did nt wish me my parents forgot n so did my kids i went to work even my colleagues did not wish as i entered my cabin my pa said happy b day boss i felt special she askd me 4 lunch after lunch she invited me to her apartment we went there she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out 5 minuts latr wid a cake n my wife my parents my kidz my friends n my colleagues all screaming surprise and i was waiting on the sofa naked
"Yup, no need. I'll jus wait 4 e rain 2 stop.",0,none,english,uci,yup no need i ll jus wait 4 e rain 2 stop
Im done. Just studyn in library,0,none,english,uci,im done just studyn in library
Ard 6 like dat lor.,0,none,english,uci,ard 6 like dat lor
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",1,general_spam,english,uci,urgent please call your abta complimentary 4 spanish holiday or 10 000 cash await collection sae t cs box 47 po19 2ez 150ppm 18
I think if he rule tamilnadu..then its very tough for our people.,0,none,english,uci,i think if he rule tamilnadu then its very tough for our people
Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,0,none,english,uci,actually i deleted my old website now i m blogging at magicalsongs blogspot com
Aiyah u did ok already lar. E nydc at wheellock?,0,none,english,uci,aiyah u did ok already lar e nydc at wheellock
Hello ma'am Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,lottery,hinglish,indian,hello ma am aapka aadhaar deactivate hone wala hai turant update kijiye
"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*",0,none,english,uci,and stop wondering wow is she ever going to stop tm ing me because i will tm you whenever i want because you are mine laughs
Hello sir Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,hinglish,indian,hello sir aapke documents ka misuse karke financial fraud kiya gaya hai
Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,0,none,english,uci,oi ami parchi na re kicchu kaaj korte iccha korche na phone ta tul na plz plz
"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.",0,none,english,uci,bill as in are there any letters for me i m expecting one from orange that isn t a bill but may still say orange on it
"Aight fuck it, I'll get it later",0,none,english,uci,aight fuck it i ll get it later
Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,0,none,english,uci,hey pple 700 or 900 for 5 nights excellent location wif breakfast hamper
When you are big..| God will bring success.,0,none,english,uci,when you are big god will bring success
O. Guess they both got screwd,0,none,english,uci,o guess they both got screwd
Great! I have to run now so ttyl!,0,none,english,uci,great i have to run now so ttyl
CBI se bol raha hoon. Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,hinglish,indian,cbi se bol raha hoon aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain ye cyber crime hai
