text,label,category,language,source,clean_text
I want to lick your pussy now...,0,none,english,uci,i want to lick your pussy now
No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,0,none,english,uci,no need lar jus testing e phone card dunno network not gd i thk me waiting 4 my sis 2 finish bathing so i can bathe dun disturb u liao u cleaning ur room
Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? ,0,none,english,uci,eatin later but i m eatin wif my frens now lei going home first
Si si. I think ill go make those oreo truffles.,0,none,english,uci,si si i think ill go make those oreo truffles
O we cant see if we can join denis and mina? Or does denis want alone time,0,none,english,uci,o we cant see if we can join denis and mina or does denis want alone time
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,1,general_spam,english,uci,bought one ringtone and now getting texts costing 3 pound offering more tones etc
Dai what this da.. Can i send my resume to this id.,0,none,english,uci,dai what this da can i send my resume to this id
Hi Princess! Thank you for the pics. You are very pretty. How are you?,0,none,english,uci,hi princess thank you for the pics you are very pretty how are you
Hey gals...U all wanna meet 4 dinner at nìte? ,0,none,english,uci,hey gals u all wanna meet 4 dinner at n te
CBI se bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,relative,hinglish,indian,cbi se bol raha hoon aapka kyc pending hai account 2 ghante mein block ho jayega otp share kijiye
Love it! I want to flood that pretty pussy with cum...,0,none,english,uci,love it i want to flood that pretty pussy with cum
No plans yet. What are you doing ?,0,none,english,uci,no plans yet what are you doing
I dun believe u. I thk u told him.,0,none,english,uci,i dun believe u i thk u told him
"Cool, I'll text you when I'm on the way",0,none,english,uci,cool i ll text you when i m on the way
Thinking of u ;) x,0,none,english,uci,thinking of u x
Hello ma'am Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,relative,hinglish,indian,hello ma am congratulations aapne 40 lakh ka lottery jeeta hai processing fee dena hoga
No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,0,none,english,uci,no i m not gonna be able to too late notice i ll be home in a few weeks anyway what are the plans
Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,1,general_spam,english,uci,save money on wedding lingerie at choose from a superb selection with national delivery brought to you by weddingfriend
"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",0,none,english,uci,good afternoon my love how goes your day how did you sleep i hope your well my boytoy i think of you
Hai priya are you right. What doctor said pa. Where are you.,0,none,english,uci,hai priya are you right what doctor said pa where are you
Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,0,none,english,uci,pls go ahead with watts i just wanted to be sure do have a great weekend abiola
Great to hear you are settling well. So what's happenin wit ola?,0,none,english,uci,great to hear you are settling well so what s happenin wit ola
IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,0,none,english,uci,im realy soz imat my mums 2nite what about 2moro
Aap sun rahe hain na? Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,hinglish,indian,aap sun rahe hain na aapke whatsapp se ladies ko asleel messages bheje ja rahe hain aapko suspect maana ja raha hai
Send his number and give reply tomorrow morning for why you said that to him like that ok,0,none,english,uci,send his number and give reply tomorrow morning for why you said that to him like that ok
"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",1,general_spam,english,uci,free ring tone just text polys to 87131 then every week get a new tone 0870737910216yrs only 1 50 wk
There the size of elephant tablets & u shove um up ur ass!!,0,none,english,uci,there the size of elephant tablets u shove um up ur ass
Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,0,none,english,uci,miss call miss call khelate kintu opponenter miss call dhorte lage thats d rule one with great phone receiving quality wins
Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),0,none,english,uci,nice line said by a broken heart plz don t cum 1 more times infront of me other wise once again i ll trust u good 9t
I think its far more than that but find out. Check google maps for a place from your dorm.,0,none,english,uci,i think its far more than that but find out check google maps for a place from your dorm
Yeah jay's sort of a fucking retard,0,none,english,uci,yeah jay s sort of a fucking retard
Sac needs to carry on:),0,none,english,uci,sac needs to carry on
"Yeah I am, so I'll leave maybe 7ish?",0,none,english,uci,yeah i am so i ll leave maybe 7ish
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,1,general_spam,english,uci,important information 4 orange user 0789xxxxxxx today is your lucky day 2find out why log onto there s a fantastic surprise awaiting you
Nope... Juz off from work...,0,none,english,uci,nope juz off from work
"Yo, the game almost over? Want to go to walmart soon",0,none,english,uci,yo the game almost over want to go to walmart soon
Namaste ma'am Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,hinglish,indian,namaste ma am aapke naam par money laundering case register hua hai
"I can't right this second, gotta hit people up first",0,none,english,uci,i can t right this second gotta hit people up first
Anything lor but toa payoh got place 2 walk meh...,0,none,english,uci,anything lor but toa payoh got place 2 walk meh
Your bill at 3 is £33.65 so thats not bad!,0,none,english,uci,your bill at 3 is 33 65 so thats not bad
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",1,general_spam,english,uci,fantasy football is back on your tv go to sky gamestar on sky active and play 250k dream team scoring starts on saturday so register now sky opt out to 88088
"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",1,general_spam,english,uci,you are guaranteed the latests nokia phone a 40gb ipod mp3 player or a 500 prize txt word collect to no 83355 tc llc ny usa 150p mt msgrcvd18
So u wan 2 come for our dinner tonight a not?,0,none,english,uci,so u wan 2 come for our dinner tonight a not
"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",0,none,english,uci,you know wot people wear t shirts jumpers hat belt is all we know we r at cribbs
Shopping lor. Them raining mah hard 2 leave orchard.,0,none,english,uci,shopping lor them raining mah hard 2 leave orchard
Please CALL 08712402578 immediately as there is an urgent message waiting for you,1,general_spam,english,uci,please call immediately as there is an urgent message waiting for you
What time you coming down later? ,0,none,english,uci,what time you coming down later
Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,0,none,english,uci,quite ok but a bit ex u better go eat smth now else i ll feel guilty
Most of the tiime when i don't let you hug me it's so i don't break into tears.,0,none,english,uci,most of the tiime when i don t let you hug me it s so i don t break into tears
Mm not entirely sure i understood that text but hey. Ho. Which weekend?,0,none,english,uci,mm not entirely sure i understood that text but hey ho which weekend
Whens your radio show?,0,none,english,uci,whens your radio show
Cyber Crime Department se bol raha hoon. Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,hinglish,indian,cyber crime department se bol raha hoon aapke documents ka misuse karke financial fraud kiya gaya hai
Ya had just now.onion roast.,0,none,english,uci,ya had just now onion roast
I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,0,none,english,uci,i was up all night too worrying about this appt it s a shame we missed a girls night out with quizzes popcorn and you doing my hair
LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,0,none,english,uci,look at the fuckin time what the fuck you think is up
Wat time r ü going to xin's hostel?,0,none,english,uci,wat time r going to xin s hostel
"When you just put in the + sign, choose my number and the pin will show. Right?",0,none,english,uci,when you just put in the sign choose my number and the pin will show right
Oh k. . I will come tomorrow,0,none,english,uci,oh k i will come tomorrow
If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,0,none,english,uci,if you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",0,none,english,uci,chinatown got porridge claypot rice yam cake fishhead beehoon either we eat cheap den go cafe n tok or go nydc or somethin
"Jay told me already, will do",0,none,english,uci,jay told me already will do
Moji just informed me that you saved our lives. Thanks.,0,none,english,uci,moji just informed me that you saved our lives thanks
Mm umma ask vava also to come tell him can play later together,0,none,english,uci,mm umma ask vava also to come tell him can play later together
"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",0,none,english,uci,gal n boy walking in d park gal can i hold ur hand boy y do u think i would run away gal no jst wana c how it feels walking in heaven with an prince gn
Aap sun rahe hain na? Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,hinglish,indian,aap sun rahe hain na aapka number telecom fraud case mein identify hua hai
You also didnt get na hi hi hi hi hi,0,none,english,uci,you also didnt get na hi hi hi hi hi
U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,0,none,english,uci,u coming back 4 dinner rite dad ask me so i re confirm wif u
How come i din c ü... Yup i cut my hair...,0,none,english,uci,how come i din c yup i cut my hair
No current and food here. I am alone also,0,none,english,uci,no current and food here i am alone also
"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",1,general_spam,english,uci,hi the sexychat girls are waiting for you to text them text now for a great night chatting send stop to stop this service
Have you started in skye,0,none,english,uci,have you started in skye
"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",0,none,english,uci,i guess that s why you re worried you must know that there s a way the body repairs itself and i m quite sure you shouldn t worry we ll take it slow first the tests they will guide when your ovulation is then just relax nothing you ve said is a reason to worry but i ll keep on followin you up
"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",0,none,english,uci,also north carolina and texas atm you would just go to the gre site and pay for the test results to be sent
Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,0,none,english,uci,do u ever get a song stuck in your head for no reason and it won t go away til u listen to it like 5 times
Special Investigation Team se bol raha hoon. Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,hinglish,indian,special investigation team se bol raha hoon cyber investigation team ko aapke number se suspicious activity mili hai
That one week leave i put know that time. Why.,0,none,english,uci,that one week leave i put know that time why
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,1,general_spam,english,uci,we tried to contact you re your reply to our offer of a video phone 750 anytime any network mins half price line rental camcorder reply or call
say thanks2. ,0,none,english,uci,say thanks2
They did't play one day last year know even though they have very good team.. Like india.,0,none,english,uci,they did t play one day last year know even though they have very good team like india
Hi its in durban are you still on this number,0,none,english,uci,hi its in durban are you still on this number
I am literally in bed and have been up for like  &lt;#&gt;  hours,0,none,english,uci,i am literally in bed and have been up for like hours
Dhyan se suniye Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,hinglish,indian,dhyan se suniye aapke naam par money laundering case register hua hai
on hen night. Going with a swing,0,none,english,uci,on hen night going with a swing
Also maaaan are you missing out,0,none,english,uci,also maaaan are you missing out
alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,0,none,english,uci,alright thanks for the advice enjoy your night out i ma try to get some sleep
Nobody can decide where to eat and dad wants Chinese,0,none,english,uci,nobody can decide where to eat and dad wants chinese
We r outside already.,0,none,english,uci,we r outside already
Yes. that will be fine. Love you. Be safe.,0,none,english,uci,yes that will be fine love you be safe
Why you keeping me away like this,0,none,english,uci,why you keeping me away like this
"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",0,none,english,uci,pete is this your phone still its jenny from college and leanne what are you up to now
Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),1,general_spam,english,uci,call and send our girls into erotic ecstacy just 60p min to stop texts call nat rate
"Ji namaskar Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,lottery,hinglish,indian,ji namaskar amazon se bol raha hoon aapka parcel hold hai clearance charge 499 dena hoga
I'm good. Have you registered to vote?,0,none,english,uci,i m good have you registered to vote
East coast,0,none,english,uci,east coast
Ok... Thanx... Gd nite 2 ü too...,0,none,english,uci,ok thanx gd nite 2 too
"Law enforcement se bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,hinglish,indian,law enforcement se bol raha hoon aapke father ko accident ho gaya hai turant 50 000 bhej dijiye hospital ke liye
Me fine..absolutly fine,0,none,english,uci,me fine absolutly fine
R u still working now?,0,none,english,uci,r u still working now
Its too late:)but its k.wish you the same.,0,none,english,uci,its too late but its k wish you the same
"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",1,general_spam,english,uci,urgent your mobile number won a 2000 bonus caller prize on 10 06 03 this is the 2nd attempt to reach you call asap box 97n7qp 150ppm
I am in tirupur.  call you da.,0,none,english,uci,i am in tirupur call you da
K still are you loving me.,0,none,english,uci,k still are you loving me
Aap sun rahe hain na? Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,hinglish,indian,aap sun rahe hain na aapke naam par registered sim ka misuse report hua hai
Crime Branch se bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,lottery,hinglish,indian,crime branch se bol raha hoon aapka aadhaar deactivate hone wala hai turant update kijiye
ACP Sharma bol raha hoon. National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,hinglish,indian,acp sharma bol raha hoon national cyber cell se bol raha hoon verification ke liye cooperate kijiye
U in town alone?,0,none,english,uci,u in town alone
CBI se bol raha hoon. Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,hinglish,indian,cbi se bol raha hoon aapke naam par registered sim ka misuse report hua hai
"Inspector Rajesh Kumar bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,amazon,hinglish,indian,inspector rajesh kumar bol raha hoon aapke father ko accident ho gaya hai turant 50 000 bhej dijiye hospital ke liye
Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,0,none,english,uci,who were those people were you in a tour i thought you were doing that sofa thing you sent me your curious sugar
"Great. I'm in church now, will holla when i get out",0,none,english,uci,great i m in church now will holla when i get out
Hey i will be late ah... Meet you at 945+,0,none,english,uci,hey i will be late ah meet you at 945
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",0,none,english,uci,wow you re right i didn t mean to do that i guess once i gave up on boston men and changed my search location to nyc something changed cuz on my signin page it still says boston
I'm leaving my house now...,0,none,english,uci,i m leaving my house now
My exam is for february 4. Wish you a great day.,0,none,english,uci,my exam is for february 4 wish you a great day
Win a £1000 cash prize or a prize worth £5000,1,general_spam,english,uci,win a 1000 cash prize or a prize worth 5000
"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",0,none,english,uci,ugh y can t u just apologize admit u were wrong and ask me to take u back
"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",0,none,english,uci,well the general price is oz let me know if when how much you want
No need to ke qi... Ü too bored izzit y suddenly thk of this...,0,none,english,uci,no need to ke qi too bored izzit y suddenly thk of this
Cyber Crime Department se bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,relative,hinglish,indian,cyber crime department se bol raha hoon aapka aadhaar deactivate hone wala hai turant update kijiye
National Cyber Cell se bol raha hoon. Police verification complete karna zaroori hai.,1,police_digital_arrest,hinglish,indian,national cyber cell se bol raha hoon police verification complete karna zaroori hai
Thats cool. i liked your photos. You are very sexy!,0,none,english,uci,thats cool i liked your photos you are very sexy
No:-)i got rumour that you going to buy apartment in chennai:-),0,none,english,uci,no i got rumour that you going to buy apartment in chennai
I'm at work. Please call,0,none,english,uci,i m at work please call
Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,1,general_spam,english,uci,ur balance is now 500 ur next question is who sang uptown girl in the 80 s 2 answer txt ur answer to 83600 good luck
Try neva mate!!,0,none,english,uci,try neva mate
i cant talk to you now.i will call when i can.dont keep calling.,0,none,english,uci,i cant talk to you now i will call when i can dont keep calling
There is no sense in my foot and penis.,0,none,english,uci,there is no sense in my foot and penis
Yes princess! I want to catch you with my big strong hands...,0,none,english,uci,yes princess i want to catch you with my big strong hands
You still at grand prix?,0,none,english,uci,you still at grand prix
Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,1,general_spam,english,uci,jamster to get your free wallpaper text heart to 88888 now t c apply 16 only need help call
See you there! ,0,none,english,uci,see you there
Oh... Okie lor...We go on sat... ,0,none,english,uci,oh okie lor we go on sat
Ok... Then r we meeting later?,0,none,english,uci,ok then r we meeting later
Law enforcement se bol raha hoon. Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,hinglish,indian,law enforcement se bol raha hoon aapke aadhaar card ka istemal karke fake sim issue ki gayi hai
Hello sir Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,hinglish,indian,hello sir aapke documents ka misuse karke financial fraud kiya gaya hai
"ACP Sharma bol raha hoon. Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,lottery,hinglish,indian,acp sharma bol raha hoon amazon se bol raha hoon aapka parcel hold hai clearance charge 499 dena hoga
Yes there were many sweets,0,none,english,uci,yes there were many sweets
You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,0,none,english,uci,you should know now so how s anthony are you bringing money i ve school fees to pay and rent and stuff like that thats why i need your help a friend in need
I borrow ur bag ok.,0,none,english,uci,i borrow ur bag ok
"Hello sir Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,hinglish,indian,hello sir amazon se bol raha hoon aapka parcel hold hai clearance charge 499 dena hoga
"Yes, my reg is  Ciao!",0,none,english,uci,yes my reg is ciao
R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,0,none,english,uci,r u sam p in eachother if we meet we can go 2 my house
"I noe la... U wana pei bf oso rite... K lor, other days den...",0,none,english,uci,i noe la u wana pei bf oso rite k lor other days den
"Just looked it up and addie goes back Monday, sucks to be her",0,none,english,uci,just looked it up and addie goes back monday sucks to be her
Babe ? I lost you ... :-(,0,none,english,uci,babe i lost you
Its not the same here. Still looking for a job. How much do Ta's earn there.,0,none,english,uci,its not the same here still looking for a job how much do ta s earn there
I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,0,none,english,uci,i m gonna say no sorry i would but as normal am starting to panic about time sorry again are you seeing on tuesday
Where did u go? My phone is gonna die you have to stay in here,0,none,english,uci,where did u go my phone is gonna die you have to stay in here
"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",0,none,english,uci,fr ndship is like a needle of a clock though v r in d same clock v r nt able 2 met evn if v meet itz only 4few seconds bt v alwys stay conected gud 9t
In e msg jus now. U said thanks for gift.,0,none,english,uci,in e msg jus now u said thanks for gift
Morning only i can ok.,0,none,english,uci,morning only i can ok
You have 1 new message. Please call 08715205273,1,general_spam,english,uci,you have 1 new message please call
Is avatar supposed to have subtoitles,0,none,english,uci,is avatar supposed to have subtoitles
CBI se bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,bank_kyc,hinglish,indian,cbi se bol raha hoon aapka kyc pending hai account 2 ghante mein block ho jayega otp share kijiye
I might go 2 sch. Yar at e salon now v boring.,0,none,english,uci,i might go 2 sch yar at e salon now v boring
So when do you wanna gym harri,0,none,english,uci,so when do you wanna gym harri
Sir ek minute suniye Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,hinglish,indian,sir ek minute suniye crime branch se bol raha hoon aapke account se suspicious transactions hui hain
Have your lunch and come quickly and open the door:),0,none,english,uci,have your lunch and come quickly and open the door
"Sir ek minute suniye Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,amazon,hinglish,indian,sir ek minute suniye amazon se bol raha hoon aapka parcel hold hai clearance charge 499 dena hoga
When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,0,none,english,uci,when did i use soc i use it only at home dunno how 2 type it in word ar
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,1,general_spam,english,uci,bloomberg message center why wait apply for your future bloomberg com
Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,0,none,english,uci,hi this is yijue it s regarding the 3230 textbook it s intro to algorithms second edition i m selling it for 50
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",1,general_spam,english,uci,hi babe its chloe how r u i was smashed on saturday night it was great how was your weekend u been missing me sp visionsms com text stop to stop 150p text
K. I will sent it again,0,none,english,uci,k i will sent it again
Delhi Police se bol raha hoon. Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,hinglish,indian,delhi police se bol raha hoon aapke naam par registered account illegal activities mein use hua hai
"Haha get used to driving to usf man, I know a lot of stoners",0,none,english,uci,haha get used to driving to usf man i know a lot of stoners
Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.,0,none,english,uci,eh u remember how 2 spell his name yes i did he v naughty make until i v wet
"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",0,none,english,uci,yo carlos a few friends are already asking me about you you working at all this weekend
But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,0,none,english,uci,but i m really really broke oh no amount is too small even
U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,0,none,english,uci,u r the most beautiful girl ive ever seen u r my baby come and c me in the common room
Not directly behind... Abt 4 rows behind ü...,0,none,english,uci,not directly behind abt 4 rows behind
You got job in wipro:)you will get every thing in life in 2 or 3 years.,0,none,english,uci,you got job in wipro you will get every thing in life in 2 or 3 years
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,1,general_spam,english,uci,private your 2003 account statement for shows 800 un redeemed s i m points call identifier code 49557 expires 26 11 04
Lmao!nice 1,0,none,english,uci,lmao nice 1
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,1,general_spam,english,uci,congratulations ur awarded 500 of cd vouchers or 125gift guaranteed free entry 2 100 wkly draw txt music to 87066
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",1,general_spam,english,uci,customer service announcement we recently tried to make a delivery to you but were unable to do so please call to re schedule ref
Lol alright i was thinkin that too haha,0,none,english,uci,lol alright i was thinkin that too haha
Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,1,general_spam,english,uci,burger king wanna play footy at a top stadium get 2 burger king before 1st sept and go large or super with coca cola and walk out a winner
Are you still playing with gautham?,0,none,english,uci,are you still playing with gautham
Wat's da model num of ur phone?,0,none,english,uci,wat s da model num of ur phone
"Nothing really, just making sure everybody's up to speed",0,none,english,uci,nothing really just making sure everybody s up to speed
Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,0,none,english,uci,am on the uworld site am i buying the qbank only or am i buying it with the self assessment also
Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,1,general_spam,english,uci,someonone you know is trying to contact you via our dating service to find out who it could be call from your mobile or landline box334sk38ch
Ji namaskar Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,hinglish,indian,ji namaskar aapke whatsapp se ladies ko asleel messages bheje ja rahe hain aapko suspect maana ja raha hai
"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",0,none,english,uci,i promise to take good care of you princess i have to run now please send pics when you get a chance ttyl
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0,none,english,uci,1 go to write msg 2 put on dictionary mode 3 cover the screen with hand 4 press 5 gently remove ur hand its interesting
Dhyan se suniye Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,hinglish,indian,dhyan se suniye congratulations aapne 40 lakh ka lottery jeeta hai processing fee dena hoga
About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,0,none,english,uci,about bucks the banks fees are fixed better to call the bank and find out
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",1,general_spam,english,uci,themob check out our newest selection of content games tones gossip babes and sport keep your mobile fit and funky text wap to 82468
Sorry completely forgot * will pop em round this week if your still here?,0,none,english,uci,sorry completely forgot will pop em round this week if your still here
Lmao ok I wont be needing u to do my hair anymore.,0,none,english,uci,lmao ok i wont be needing u to do my hair anymore
"I didnt get ur full msg..sometext is missing, send it again",0,none,english,uci,i didnt get ur full msg sometext is missing send it again
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",0,none,english,uci,living is very simple loving is also simple laughing is too simple winning is tooo simple but being simple is very difficult
Fuck cedar key and fuck her (come over anyway tho),0,none,english,uci,fuck cedar key and fuck her come over anyway tho
Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,0,none,english,uci,life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself
"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",0,none,english,uci,hello sort of out in town already that so dont rush home i am eating nachos will let you know eta
"Awesome, that gonna be soon or later tonight?",0,none,english,uci,awesome that gonna be soon or later tonight
Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1,general_spam,english,uci,customer loyalty offer the new nokia6650 mobile from only 10 at txtauction txt word start to no 81151 get yours now 4t ctxt tc 150p mtmsg
Special Investigation Team se bol raha hoon. Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,hinglish,indian,special investigation team se bol raha hoon cyber crime department se bol raha hoon aapke number se objectionable content circulate hua hai
Law enforcement se bol raha hoon. Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,hinglish,indian,law enforcement se bol raha hoon aapka mobile number cyber fraud investigation mein aaya hai
Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,0,none,english,uci,doesn t g have class early tomorrow and thus shouldn t be trying to smoke at
"Aight, see you in a bit",0,none,english,uci,aight see you in a bit
ACP Sharma bol raha hoon. Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,hinglish,indian,acp sharma bol raha hoon ek gang aapke number ka misuse karke gande videos bana raha hai turant verify karna hoga
Cyber Crime Department se bol raha hoon. Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,hinglish,indian,cyber crime department se bol raha hoon cyber investigation team ko aapke number se suspicious activity mili hai
Package all your programs well,0,none,english,uci,package all your programs well
